distance,current_time,weather,season,traffic,estimate_deliver_time
1.15,492,rainy,summer,89,9
1.34,537,windy,fall,70,8
7.05,595,rainy,summer,43,28
2.83,486,windy,summer,87,22
0.35,15,sunny,summer,19,0
1.89,1192,rainy,spring,69,12
0.16,1406,windy,fall,47,0
0.23,1414,windy,winter,96,1
9.66,332,rainy,winter,69,63
2.3,506,cloudy,winter,12,2
6.52,797,windy,fall,58,34
3.72,1335,rainy,fall,79,27
6.75,910,sunny,spring,20,12
7.15,403,rainy,summer,8,5
8.12,907,sunny,spring,54,39
9.85,199,sunny,fall,19,16
1.41,842,cloudy,summer,42,5
8.82,167,sunny,winter,77,61
5.69,834,windy,summer,13,6
3.9,664,windy,summer,90,31
2.0,347,sunny,fall,59,10
9.02,1405,rainy,fall,55,46
7.79,450,sunny,spring,98,69
0.59,922,cloudy,spring,14,0
9.4,669,windy,spring,72,61
1.44,200,windy,summer,58,7
3.3,68,windy,spring,49,14
8.55,521,rainy,spring,9,7
0.38,899,cloudy,summer,98,3
7.46,78,rainy,spring,62,43
1.92,1230,windy,summer,62,10
5.42,13,cloudy,spring,16,8
4.86,501,rainy,fall,63,28
5.12,694,windy,winter,46,22
4.54,1306,sunny,fall,41,16
8.69,426,windy,fall,19,15
3.36,475,cloudy,summer,74,23
8.52,629,sunny,summer,82,63
7.0,856,sunny,spring,95,60
6.58,344,cloudy,summer,68,42
8.67,967,rainy,summer,75,61
8.78,945,cloudy,spring,21,17
6.49,530,sunny,summer,77,45
3.4,206,cloudy,fall,18,6
8.71,1286,cloudy,fall,16,13
7.87,944,cloudy,winter,70,52
9.7,978,sunny,summer,47,41
8.88,1132,sunny,spring,49,41
7.3,251,cloudy,winter,68,47
3.97,918,sunny,fall,63,22
4.38,294,rainy,spring,94,39
7.69,1424,rainy,fall,43,31
0.19,1322,sunny,winter,81,1
5.45,670,windy,winter,60,30
3.44,609,rainy,fall,76,24
7.94,832,rainy,spring,45,33
3.14,519,windy,summer,52,15
6.2,1177,cloudy,spring,61,36
6.01,0,sunny,spring,10,5
9.39,537,rainy,spring,98,87
0.65,1296,cloudy,winter,33,1
3.52,237,sunny,fall,7,2
2.38,1019,windy,fall,57,12
4.09,1006,cloudy,spring,25,9
2.13,934,sunny,spring,47,9
1.07,917,rainy,fall,13,1
6.09,773,windy,fall,22,12
8.88,1241,sunny,spring,59,47
1.52,374,cloudy,spring,61,9
3.17,246,sunny,fall,6,1
0.28,989,cloudy,winter,17,0
6.19,203,cloudy,winter,88,51
2.17,826,sunny,winter,69,13
8.63,1150,windy,fall,49,40
4.48,454,windy,spring,6,2
8.56,1410,windy,spring,19,15
5.47,728,windy,spring,39,20
3.33,1265,sunny,fall,93,27
7.31,958,rainy,summer,83,57
9.34,1177,cloudy,winter,18,16
4.42,1379,cloudy,fall,28,11
1.95,450,sunny,winter,65,11
2.46,624,windy,winter,87,19
0.09,1047,rainy,winter,57,0
0.38,1057,windy,summer,54,1
5.26,502,sunny,winter,11,5
4.5,543,windy,spring,88,36
2.23,197,windy,summer,58,12
8.86,311,cloudy,summer,15,12
4.12,1333,windy,spring,12,4
3.71,6,sunny,winter,49,16
7.09,1238,cloudy,spring,25,16
6.97,1083,windy,winter,45,30
1.49,746,rainy,spring,53,7
9.87,471,sunny,summer,13,11
4.43,632,cloudy,summer,22,9
0.31,1364,cloudy,spring,34,1
2.73,178,sunny,fall,56,13
5.68,299,cloudy,fall,68,36
1.93,1307,sunny,fall,16,3
5.36,23,windy,winter,63,30
3.83,1399,windy,fall,59,20
6.22,96,windy,summer,56,31
7.66,760,sunny,summer,2,1
0.86,1435,rainy,winter,7,0
4.25,602,rainy,summer,5,1
4.17,925,cloudy,fall,59,23
7.91,1359,cloudy,fall,13,9
6.88,632,rainy,summer,47,30
3.59,1021,sunny,spring,66,21
1.15,1257,sunny,fall,34,3
6.91,1204,sunny,spring,81,50
6.98,641,windy,winter,39,24
6.86,3,rainy,spring,56,36
0.69,267,sunny,winter,63,4
1.65,1399,rainy,spring,6,1
2.33,142,sunny,spring,45,9
0.6,12,cloudy,fall,56,3
5.19,1334,cloudy,spring,73,36
7.8,1201,cloudy,fall,60,44
7.93,1271,windy,summer,72,52
7.59,1353,windy,fall,83,57
3.03,800,sunny,summer,47,12
7.59,986,cloudy,spring,100,72
9.63,43,cloudy,summer,8,7
4.99,440,rainy,spring,99,46
5.81,300,rainy,winter,9,4
8.33,779,windy,spring,67,52
8.48,71,sunny,fall,77,58
6.5,1189,sunny,summer,71,42
8.51,135,windy,spring,47,36
8.76,108,windy,spring,79,62
6.25,794,windy,fall,68,38
1.19,1318,sunny,winter,74,7
1.56,902,rainy,fall,2,0
4.66,709,rainy,spring,8,3
4.0,960,rainy,fall,28,10
1.84,856,rainy,spring,33,6
1.4,550,windy,summer,51,6
6.18,261,cloudy,winter,68,40
0.31,834,rainy,winter,54,1
8.29,966,cloudy,spring,60,46
6.44,628,sunny,fall,1,0
2.09,457,sunny,summer,30,5
4.59,981,rainy,summer,53,23
3.26,1080,rainy,summer,90,29
1.37,158,rainy,winter,55,7
1.75,112,rainy,winter,89,15
8.37,412,sunny,summer,30,22
4.8,302,rainy,spring,43,19
5.62,486,windy,spring,39,19
3.08,901,cloudy,winter,96,28
4.66,1177,sunny,summer,97,40
9.9,962,sunny,spring,1,0
9.83,985,rainy,winter,67,62
0.66,990,cloudy,fall,99,6
4.28,645,rainy,winter,32,13
7.24,1396,cloudy,winter,11,7
9.16,876,rainy,winter,68,59
9.43,1304,cloudy,spring,28,25
6.86,593,cloudy,fall,10,6
7.31,541,windy,summer,91,60
6.82,545,rainy,winter,33,21
9.73,1178,rainy,winter,67,61
5.37,942,sunny,spring,47,22
9.06,479,sunny,fall,87,70
1.41,354,sunny,fall,46,6
0.68,358,cloudy,fall,49,3
0.74,1131,sunny,spring,26,1
6.37,953,windy,fall,45,25
7.67,431,windy,winter,69,48
6.89,524,cloudy,winter,22,14
7.76,932,cloudy,spring,32,23
3.99,699,sunny,spring,41,15
8.34,457,cloudy,summer,5,4
7.01,1156,rainy,spring,43,30
2.03,294,rainy,spring,72,13
1.17,564,sunny,spring,81,8
0.48,432,sunny,winter,100,4
9.27,738,rainy,spring,37,34
8.03,1301,sunny,fall,93,67
0.31,89,windy,fall,7,0
3.99,1031,cloudy,summer,54,20
2.04,112,windy,spring,16,3
5.3,236,sunny,spring,84,40
6.84,98,sunny,summer,31,19
8.31,412,cloudy,spring,68,53
8.83,752,rainy,fall,27,23
7.28,792,rainy,spring,37,25
8.12,837,windy,fall,31,22
9.12,694,rainy,summer,12,10
9.38,379,sunny,spring,15,12
9.22,1265,windy,winter,34,28
0.43,641,cloudy,spring,73,3
4.07,1311,sunny,spring,83,30
1.06,232,sunny,summer,100,9
7.03,778,windy,winter,66,44
9.72,446,sunny,summer,44,38
6.11,1073,cloudy,winter,51,31
6.75,131,cloudy,summer,8,5
1.18,213,windy,fall,5,0
8.9,638,cloudy,winter,51,43
9.48,1351,windy,summer,6,5
9.26,1343,sunny,spring,29,24
6.86,97,windy,winter,26,16
9.6,792,sunny,winter,17,15
1.17,369,windy,summer,74,7
0.97,1392,cloudy,spring,98,9
4.24,718,windy,fall,89,36
7.12,26,cloudy,summer,6,4
2.39,20,rainy,winter,100,22
2.01,336,windy,spring,69,12
0.01,1342,cloudy,fall,70,0
5.37,651,windy,spring,17,8
9.27,838,windy,summer,82,69
9.71,1144,rainy,spring,85,81
7.97,538,cloudy,summer,70,52
5.34,918,windy,winter,15,7
9.36,364,sunny,winter,78,66
8.02,925,windy,winter,62,45
0.98,138,windy,fall,60,5
9.19,580,cloudy,fall,45,39
1.23,866,sunny,summer,84,9
5.81,178,sunny,summer,96,50
2.64,822,rainy,spring,46,11
5.7,283,rainy,fall,58,31
1.38,1306,sunny,winter,94,12
6.2,606,cloudy,fall,18,10
2.44,595,windy,spring,35,7
7.16,181,rainy,fall,89,60
3.9,327,rainy,winter,4,1
8.34,995,sunny,spring,55,41
3.84,1286,sunny,fall,36,12
8.02,1362,cloudy,fall,89,67
0.55,11,windy,winter,42,1
9.7,1221,rainy,summer,76,70
9.46,493,sunny,fall,71,60
7.35,1041,rainy,fall,55,38
6.19,305,windy,spring,84,46
9.47,387,sunny,summer,45,38
3.55,1381,windy,summer,43,13
1.36,845,rainy,fall,72,9
4.42,854,windy,fall,83,33
9.6,1064,windy,summer,73,66
8.0,981,windy,fall,63,45
1.73,1082,cloudy,fall,75,12
3.49,858,rainy,spring,52,17
8.01,1137,rainy,summer,73,58
8.98,683,cloudy,spring,19,16
8.39,625,windy,winter,17,13
5.41,209,windy,fall,37,18
9.77,767,sunny,winter,85,78
5.31,482,sunny,summer,80,38
9.83,105,windy,winter,92,82
2.83,1107,rainy,fall,27,7
9.49,788,cloudy,spring,69,61
0.18,81,cloudy,spring,35,0
5.9,462,rainy,fall,85,47
7.83,1311,sunny,summer,96,67
3.55,1240,rainy,summer,11,3
3.23,1016,cloudy,winter,60,18
5.1,997,rainy,fall,78,37
1.33,993,rainy,winter,85,10
3.52,750,sunny,spring,73,24
5.38,716,sunny,winter,42,21
1.79,874,cloudy,winter,64,10
2.66,393,windy,summer,76,18
4.75,83,cloudy,winter,91,40
4.71,1150,sunny,spring,88,39
6.8,65,rainy,fall,30,19
3.04,23,rainy,fall,24,6
9.71,886,windy,winter,34,30
3.85,986,windy,winter,64,22
2.55,436,rainy,summer,10,2
8.67,617,windy,spring,90,70
1.05,693,cloudy,fall,75,7
6.31,172,rainy,summer,85,51
9.37,335,rainy,summer,18,16
1.6,849,sunny,winter,97,13
2.33,399,cloudy,spring,34,7
7.84,625,sunny,summer,49,34
2.47,365,sunny,fall,62,13
5.79,1089,sunny,winter,53,29
8.78,1414,cloudy,winter,1,0
6.13,673,cloudy,spring,45,25
3.22,654,rainy,fall,95,28
0.16,648,sunny,spring,91,1
8.88,1190,windy,summer,61,49
8.36,1250,sunny,fall,93,70
8.06,857,windy,winter,26,19
3.22,1207,windy,spring,91,26
9.68,1266,windy,winter,66,58
1.22,434,windy,spring,90,10
9.12,1265,rainy,fall,98,84
6.97,740,sunny,spring,15,9
9.49,506,windy,summer,11,9
6.82,1368,windy,fall,68,42
1.82,862,rainy,fall,22,3
9.94,687,windy,spring,32,28
4.91,1069,sunny,spring,9,4
3.46,867,windy,winter,71,22
2.19,17,windy,spring,84,16
7.69,1396,cloudy,fall,81,58
5.23,1208,cloudy,spring,26,12
6.0,648,sunny,spring,22,12
7.64,935,rainy,spring,34,24
2.24,169,windy,summer,9,1
3.25,295,rainy,fall,89,27
3.75,791,rainy,fall,92,32
0.17,439,windy,spring,80,1
4.52,713,cloudy,fall,52,23
8.12,654,sunny,summer,51,37
5.57,1311,sunny,winter,80,40
7.13,1124,rainy,spring,63,44
3.64,66,windy,spring,44,14
2.23,58,rainy,winter,6,1
8.69,1033,windy,fall,39,30
0.15,827,cloudy,fall,45,0
1.45,1307,cloudy,fall,78,10
0.12,679,rainy,fall,36,0
5.76,1234,cloudy,winter,86,46
8.15,597,sunny,winter,36,26
9.28,1311,sunny,fall,81,67
9.03,503,sunny,spring,2,1
8.35,739,rainy,summer,87,72
0.81,513,rainy,fall,18,1
3.19,487,rainy,fall,34,10
1.11,884,windy,summer,69,7
7.33,595,sunny,summer,17,11
8.55,109,cloudy,spring,18,14
8.64,1027,sunny,summer,95,74
7.29,1313,sunny,summer,21,13
8.27,317,rainy,fall,83,64
8.36,1366,cloudy,winter,26,20
1.32,1333,rainy,winter,75,9
8.33,664,cloudy,spring,91,71
6.21,1152,windy,summer,2,1
6.86,362,windy,winter,99,61
9.74,1223,cloudy,summer,9,8
7.74,744,cloudy,summer,80,61
6.69,1216,cloudy,fall,55,34
0.59,1033,windy,summer,78,4
0.83,1241,windy,winter,79,6
5.8,1033,windy,spring,83,43
8.43,208,windy,fall,97,73
5.45,1054,sunny,winter,44,22
5.45,823,rainy,summer,66,34
1.65,856,rainy,winter,12,1
7.96,372,windy,winter,30,21
8.0,106,cloudy,summer,68,51
2.98,568,rainy,winter,45,12
8.25,814,sunny,winter,45,33
9.89,1400,sunny,summer,4,3
3.28,1187,cloudy,winter,62,19
5.5,811,rainy,fall,96,49
3.33,440,sunny,winter,71,21
4.61,598,rainy,fall,27,12
3.18,172,cloudy,summer,89,27
5.69,1065,cloudy,summer,70,39
5.58,798,cloudy,summer,94,49
4.76,1057,cloudy,summer,51,24
4.26,881,windy,spring,38,14
0.32,992,cloudy,spring,66,1
7.46,729,cloudy,winter,56,41
4.79,273,cloudy,spring,13,6
6.28,91,sunny,fall,47,26
9.39,1348,rainy,fall,68,60
8.2,479,windy,fall,66,49
7.08,9,windy,spring,26,16
1.18,137,sunny,fall,75,7
1.31,260,rainy,winter,97,12
6.01,911,windy,winter,42,22
5.99,891,cloudy,fall,39,22
5.79,415,sunny,summer,48,25
9.26,1335,rainy,summer,21,18
4.03,1411,sunny,fall,13,4
4.82,447,windy,spring,28,12
9.7,1249,cloudy,spring,49,45
1.36,669,cloudy,spring,83,10
1.44,1201,cloudy,summer,89,12
8.39,973,sunny,summer,68,51
1.25,1417,sunny,winter,10,1
7.45,1118,sunny,winter,22,15
7.21,677,rainy,summer,12,8
0.13,1042,rainy,fall,48,0
7.99,360,windy,spring,81,58
5.65,1169,rainy,winter,19,10
0.21,1114,rainy,fall,49,1
7.72,1059,cloudy,spring,1,0
8.91,1051,rainy,winter,37,33
2.17,236,sunny,summer,93,18
3.44,755,cloudy,winter,5,1
5.62,502,cloudy,fall,74,39
4.15,1011,cloudy,spring,56,22
2.71,35,windy,winter,29,7
8.65,660,rainy,winter,47,38
7.57,540,sunny,fall,100,68
7.43,1159,cloudy,fall,24,17
6.42,623,cloudy,summer,87,52
3.51,372,rainy,summer,64,21
6.83,424,windy,summer,82,51
2.28,1198,cloudy,spring,85,18
5.29,1394,rainy,fall,81,40
6.6,1211,rainy,spring,91,57
7.33,839,windy,winter,3,1
8.17,165,cloudy,summer,40,31
3.31,637,rainy,fall,82,25
3.21,161,cloudy,winter,96,29
3.41,215,sunny,summer,31,9
7.22,608,cloudy,fall,49,33
6.24,957,cloudy,fall,80,47
2.26,76,sunny,spring,74,15
8.76,1024,cloudy,winter,65,54
3.37,376,sunny,spring,69,21
4.66,645,sunny,summer,5,2
0.56,633,sunny,summer,76,3
1.77,775,windy,spring,17,3
6.18,951,rainy,spring,11,6
8.02,491,windy,summer,59,43
1.11,1179,sunny,summer,31,3
5.24,1260,windy,spring,38,18
6.43,252,cloudy,fall,83,50
8.0,355,sunny,fall,51,36
8.33,275,windy,spring,24,18
1.96,1392,sunny,winter,67,12
4.21,30,cloudy,fall,9,3
9.47,522,windy,winter,24,20
2.13,144,rainy,summer,71,14
0.2,854,windy,spring,37,0
7.21,515,windy,fall,98,64
3.13,1393,sunny,winter,57,16
3.02,236,windy,winter,86,23
0.53,458,cloudy,summer,93,4
1.0,1234,cloudy,winter,86,8
5.77,1348,windy,summer,74,39
3.0,879,rainy,winter,61,17
4.73,268,sunny,fall,73,31
7.35,1122,windy,summer,42,29
1.95,1380,sunny,winter,79,13
3.69,737,sunny,fall,1,0
1.39,796,cloudy,summer,54,7
9.34,180,rainy,winter,100,88
9.15,609,windy,summer,12,10
5.37,373,cloudy,winter,12,6
1.73,906,rainy,summer,2,0
6.74,465,sunny,spring,49,30
3.77,871,rainy,fall,56,19
9.06,1142,windy,fall,6,5
7.17,593,cloudy,spring,43,29
7.95,466,sunny,winter,49,35
1.17,894,windy,fall,91,9
8.14,698,windy,winter,40,31
1.19,1153,rainy,spring,27,3
2.07,1113,rainy,spring,97,19
4.62,985,windy,summer,89,37
3.78,1022,sunny,fall,97,33
7.01,1242,sunny,winter,89,56
7.22,160,windy,winter,52,34
7.17,374,windy,spring,76,49
4.47,473,cloudy,summer,93,39
6.68,830,windy,spring,2,1
0.93,1010,sunny,spring,43,3
3.97,180,windy,winter,75,27
7.4,572,sunny,spring,5,3
1.35,1425,cloudy,summer,54,7
0.16,292,cloudy,winter,1,0
2.93,765,cloudy,fall,8,2
8.81,946,windy,fall,94,75
0.42,1155,sunny,fall,22,0
7.68,1181,windy,winter,63,43
7.87,78,sunny,spring,49,34
9.55,546,sunny,spring,77,66
9.85,895,cloudy,winter,61,57
7.55,544,rainy,spring,93,66
1.65,149,windy,winter,63,9
5.59,72,sunny,winter,36,18
9.24,642,rainy,summer,89,78
9.82,670,windy,winter,94,84
1.2,659,rainy,spring,48,5
5.17,954,windy,spring,6,3
6.45,523,sunny,fall,11,6
5.67,915,cloudy,winter,19,10
9.79,930,cloudy,summer,61,57
2.17,655,windy,fall,99,19
0.49,493,sunny,summer,20,0
1.93,296,cloudy,fall,49,9
7.93,779,cloudy,spring,98,77
1.47,826,rainy,summer,11,1
0.22,267,sunny,winter,89,1
2.46,1431,cloudy,spring,39,9
0.6,1354,rainy,fall,71,4
3.82,579,sunny,fall,31,10
9.09,549,sunny,summer,95,78
9.16,1053,sunny,fall,55,47
7.93,41,windy,spring,96,69
6.53,966,cloudy,fall,56,34
7.82,270,cloudy,fall,6,4
3.96,768,cloudy,fall,84,33
6.54,771,rainy,fall,79,51
5.18,448,sunny,winter,1,0
1.01,406,sunny,fall,6,0
6.06,27,sunny,fall,11,6
5.32,1107,cloudy,spring,80,42
8.48,396,rainy,summer,78,63
6.01,516,rainy,winter,88,50
2.09,491,cloudy,winter,21,4
1.52,1001,sunny,fall,45,6
2.94,685,windy,summer,7,1
2.38,306,cloudy,winter,50,11
7.31,1281,sunny,fall,18,12
1.69,459,sunny,fall,32,4
6.96,355,cloudy,summer,81,53
4.99,236,cloudy,summer,8,3
1.52,55,windy,spring,94,13
1.28,411,windy,winter,23,2
1.35,92,cloudy,summer,23,3
6.38,1309,windy,fall,85,49
6.54,173,windy,winter,89,52
5.74,725,cloudy,spring,50,28
2.39,209,cloudy,fall,45,10
6.47,220,windy,fall,6,3
7.5,1040,cloudy,spring,81,57
1.43,722,cloudy,spring,50,7
7.96,998,rainy,fall,37,27
4.19,596,sunny,winter,82,31
5.45,516,windy,winter,41,20
3.9,542,windy,spring,19,6
4.22,1270,cloudy,spring,3,1
6.94,595,sunny,summer,90,56
5.8,1329,windy,spring,51,27
4.18,630,windy,fall,21,7
5.96,662,rainy,winter,92,52
9.04,1227,cloudy,summer,98,84
4.2,77,sunny,summer,52,19
3.36,391,windy,fall,16,4
1.4,1335,cloudy,spring,62,8
8.18,1129,windy,fall,31,24
9.0,1433,sunny,fall,92,74
2.67,1004,windy,summer,33,7
8.19,359,windy,spring,35,25
7.98,484,rainy,summer,75,57
5.11,103,cloudy,spring,83,40
4.98,42,cloudy,summer,10,4
5.93,53,rainy,summer,34,19
1.92,35,cloudy,spring,46,8
9.73,1424,rainy,summer,35,32
6.9,280,windy,spring,57,35
1.01,186,sunny,fall,32,3
9.09,986,sunny,summer,70,57
9.39,1357,sunny,winter,79,67
3.02,299,cloudy,fall,42,12
5.18,137,sunny,fall,33,15
6.68,219,windy,spring,30,18
3.08,1229,windy,fall,96,27
3.35,350,windy,spring,99,30
0.68,582,windy,winter,62,3
2.13,628,windy,spring,50,9
3.45,272,rainy,winter,89,29
0.37,676,rainy,spring,46,1
6.47,1156,windy,spring,13,7
7.38,881,windy,fall,9,6
6.2,1162,rainy,winter,21,13
8.53,88,sunny,summer,64,49
4.22,924,sunny,spring,30,11
6.2,937,sunny,summer,67,37
7.04,502,rainy,winter,99,66
3.21,1372,sunny,spring,57,16
5.21,711,rainy,summer,56,28
6.97,185,sunny,winter,5,3
5.58,272,cloudy,spring,55,28
7.86,1303,rainy,winter,56,42
5.29,1148,rainy,fall,53,27
6.62,853,windy,winter,77,46
2.21,77,cloudy,summer,85,18
5.13,132,cloudy,winter,97,47
3.83,741,cloudy,summer,58,22
1.34,768,cloudy,winter,97,13
5.37,499,sunny,fall,12,6
2.28,994,rainy,spring,53,11
8.92,926,windy,winter,85,69
6.41,1002,cloudy,winter,47,28
0.31,714,cloudy,fall,31,1
0.96,1091,sunny,fall,91,8
6.37,1144,cloudy,winter,73,46
8.27,1254,cloudy,spring,15,12
0.61,941,sunny,fall,100,5
3.16,572,windy,fall,80,22
8.6,1103,rainy,fall,23,19
6.97,786,sunny,spring,26,16
7.01,374,sunny,fall,48,30
5.6,186,sunny,summer,8,4
6.0,1226,sunny,fall,49,26
9.12,258,windy,summer,80,66
6.96,1114,sunny,spring,11,7
0.12,177,sunny,fall,57,0
7.45,125,cloudy,winter,69,48
1.83,1230,cloudy,spring,21,3
7.38,271,cloudy,spring,88,61
8.98,995,cloudy,spring,43,36
4.46,869,windy,summer,51,20
6.51,822,rainy,summer,41,25
4.16,20,windy,summer,77,29
7.11,1319,sunny,fall,29,18
6.38,521,cloudy,winter,67,40
8.55,610,windy,fall,72,55
9.06,1084,sunny,fall,75,64
0.64,81,sunny,fall,81,4
9.62,151,sunny,spring,21,18
7.98,258,rainy,spring,30,22
5.36,1204,rainy,summer,69,35
9.6,631,windy,spring,88,76
9.0,516,sunny,summer,37,30
8.56,266,rainy,fall,92,74
3.0,680,windy,fall,5,1
1.07,498,windy,summer,50,4
8.57,391,cloudy,spring,68,55
6.49,292,rainy,winter,77,47
0.32,494,sunny,winter,82,2
5.73,835,sunny,winter,80,41
2.68,131,rainy,summer,54,13
2.97,74,cloudy,spring,41,11
0.02,1255,sunny,winter,86,0
0.1,339,windy,summer,10,0
0.64,1210,cloudy,fall,15,1
9.63,64,windy,winter,8,7
1.7,376,sunny,spring,91,13
5.06,313,cloudy,summer,89,42
4.93,1025,cloudy,spring,29,13
6.13,891,cloudy,fall,7,4
7.07,769,windy,summer,11,7
8.95,1102,rainy,summer,8,7
3.55,1146,sunny,spring,83,27
2.54,1240,sunny,summer,53,12
3.81,458,sunny,fall,8,3
2.37,640,cloudy,summer,47,10
2.6,873,rainy,winter,39,9
9.24,1271,cloudy,spring,72,63
7.35,453,windy,spring,41,27
1.63,407,cloudy,spring,30,4
0.55,628,rainy,winter,81,4
0.61,1320,sunny,winter,76,4
9.7,980,rainy,summer,87,80
6.26,1098,windy,winter,9,5
4.35,413,windy,summer,62,24
4.78,787,windy,winter,29,12
0.19,190,sunny,winter,58,1
1.21,63,windy,spring,62,6
5.89,775,windy,fall,55,30
1.63,740,sunny,winter,47,7
0.31,674,cloudy,summer,38,1
4.54,1284,rainy,summer,64,27
5.32,621,cloudy,winter,17,8
8.52,104,sunny,spring,94,72
6.47,1082,sunny,winter,18,10
3.89,657,rainy,winter,76,28
5.93,76,sunny,spring,80,42
5.09,917,windy,summer,2,1
7.8,594,cloudy,fall,7,5
3.99,549,rainy,fall,61,22
9.77,1046,rainy,summer,4,3
0.78,915,rainy,summer,16,1
3.91,62,sunny,fall,45,15
1.06,195,sunny,spring,83,7
2.55,226,sunny,spring,54,12
6.45,1119,cloudy,fall,49,31
2.15,822,cloudy,fall,40,8
1.92,1393,rainy,spring,26,4
6.38,494,sunny,summer,90,52
6.11,887,cloudy,spring,59,34
1.47,924,cloudy,summer,59,8
1.21,19,cloudy,summer,44,4
2.99,666,rainy,fall,67,19
7.18,1046,cloudy,summer,38,25
6.84,1314,sunny,fall,4,2
1.09,258,rainy,fall,45,4
7.5,893,rainy,summer,61,43
8.31,919,cloudy,winter,33,25
0.98,1397,windy,summer,29,2
3.39,149,sunny,fall,47,14
5.14,500,cloudy,spring,29,13
1.12,990,rainy,summer,4,0
9.02,1093,windy,winter,23,19
5.83,560,sunny,fall,9,4
5.17,877,cloudy,winter,32,15
7.85,157,rainy,spring,6,4
9.9,644,cloudy,fall,43,40
3.66,585,cloudy,fall,79,27
0.97,691,rainy,winter,91,9
8.93,1068,cloudy,winter,64,57
5.29,645,sunny,summer,36,17
0.21,1022,windy,spring,47,0
7.51,957,windy,summer,53,36
5.5,649,rainy,fall,52,27
1.52,1422,cloudy,winter,69,10
10.0,627,cloudy,spring,87,82
5.92,1408,sunny,fall,55,29
9.58,380,sunny,winter,95,82
7.14,1249,rainy,fall,30,20
5.67,1149,cloudy,spring,21,12
9.05,62,windy,winter,66,54
5.46,573,cloudy,fall,37,19
3.78,382,rainy,winter,84,30
8.79,497,sunny,winter,4,3
3.4,1156,windy,winter,79,25
7.64,369,windy,fall,38,26
1.98,1401,sunny,summer,84,15
0.16,1083,windy,fall,64,1
0.11,1353,windy,winter,69,0
3.99,1048,cloudy,summer,16,6
1.38,729,rainy,spring,50,6
3.06,626,cloudy,fall,29,8
4.12,1209,cloudy,fall,41,16
6.01,1370,cloudy,winter,51,29
4.01,596,rainy,winter,93,35
6.8,563,sunny,summer,63,39
4.77,652,rainy,spring,54,24
0.59,571,windy,winter,100,5
5.49,0,cloudy,fall,54,28
0.47,672,cloudy,spring,7,0
3.25,491,rainy,winter,22,6
3.19,350,rainy,spring,82,24
4.49,1350,windy,summer,19,7
9.64,971,sunny,fall,81,70
4.72,1094,rainy,spring,68,31
0.02,187,rainy,summer,65,0
4.93,825,rainy,spring,75,34
7.69,1332,windy,spring,11,7
3.83,505,sunny,fall,84,28
8.21,426,cloudy,summer,20,15
3.04,1349,rainy,winter,52,15
1.27,371,sunny,spring,87,10
3.79,1394,rainy,winter,76,27
2.7,20,cloudy,winter,17,4
3.32,577,sunny,summer,9,3
0.67,799,windy,winter,17,1
7.35,159,cloudy,fall,92,64
2.14,122,rainy,summer,14,3
5.12,623,cloudy,summer,44,21
2.86,1416,rainy,spring,8,2
8.06,749,cloudy,fall,10,7
5.84,1235,windy,summer,28,15
4.84,386,cloudy,summer,71,32
7.39,1431,rainy,spring,8,5
9.42,1331,rainy,fall,96,85
4.43,352,sunny,spring,40,16
5.21,582,rainy,fall,69,34
1.57,1222,cloudy,summer,37,5
8.74,684,cloudy,fall,48,39
2.72,146,windy,spring,46,11
5.33,800,windy,spring,24,11
4.41,253,rainy,spring,28,11
7.88,804,rainy,summer,6,4
9.27,737,cloudy,fall,79,72
5.45,496,rainy,winter,5,2
8.24,896,sunny,fall,9,6
9.52,198,windy,fall,62,53
3.55,223,cloudy,fall,44,15
3.2,1277,cloudy,summer,27,8
3.05,1266,rainy,spring,13,3
7.55,948,windy,fall,44,30
2.85,80,windy,winter,11,3
5.82,908,windy,spring,74,39
1.9,43,windy,summer,36,6
6.79,1289,cloudy,spring,69,44
3.89,406,rainy,fall,15,5
3.11,1075,rainy,spring,80,24
7.86,590,sunny,fall,35,24
5.51,565,cloudy,winter,69,36
3.63,814,windy,summer,39,12
6.28,538,windy,summer,12,6
3.56,1222,cloudy,winter,59,19
4.41,748,sunny,summer,97,40
2.71,655,cloudy,spring,10,2
4.76,379,sunny,winter,3,1
3.28,989,rainy,summer,21,6
8.77,698,windy,winter,97,81
2.58,1359,rainy,winter,12,3
6.43,1436,rainy,spring,23,13
3.16,891,rainy,fall,23,6
5.64,671,cloudy,summer,7,3
5.94,73,windy,spring,50,27
3.54,171,rainy,spring,41,13
0.9,825,cloudy,winter,93,7
1.72,629,rainy,spring,68,10
8.21,701,rainy,fall,81,66
1.31,957,rainy,spring,72,9
2.56,905,windy,spring,51,12
0.95,801,windy,fall,71,6
0.36,445,windy,spring,96,3
9.61,22,sunny,spring,76,66
2.11,279,windy,spring,100,19
7.23,436,cloudy,fall,16,10
6.88,914,sunny,fall,41,25
0.5,672,sunny,fall,64,3
3.14,913,rainy,spring,28,8
8.27,863,cloudy,summer,58,45
6.39,230,sunny,winter,59,34
2.26,1287,sunny,fall,52,10
9.31,314,windy,fall,26,21
1.01,566,sunny,winter,85,7
8.67,520,cloudy,fall,81,66
0.79,644,sunny,fall,17,1
1.29,894,cloudy,fall,97,12
9.8,877,cloudy,fall,52,48
4.68,1414,cloudy,summer,28,12
1.3,8,rainy,spring,88,10
9.66,1250,sunny,winter,53,46
8.24,564,rainy,summer,10,7
